"timeframe" "time" "price_in_usd"
"ALL" "2014-02-22_03:30:00" 574.239990234375
"ALL" "2014-02-15_03:30:00" 660.900024414062
"ALL" "2014-02-08_03:30:00" 699.570007324219
"ALL" "2014-01-31_03:30:00" 818.429992675781
"ALL" "2014-01-24_03:30:00" 822.429992675781
"ALL" "2014-01-17_03:30:00" 834.489990234375
"ALL" "2014-01-09_03:30:00" 841.469970703125
"ALL" "2014-01-02_03:30:00" 773.440002441406
"ALL" "2013-12-26_03:30:00" 683.940002441406
"ALL" "2013-12-18_03:30:00" 678.200012207031
"ALL" "2013-12-11_03:30:00" 989.070007324219
"ALL" "2013-12-03_03:30:00" 1046.40002441406
"ALL" "2013-11-26_03:30:00" 805.72998046875
"ALL" "2013-11-19_03:30:00" 712.760009765625
"ALL" "2013-11-11_03:30:00" 325.410003662109
"ALL" "2013-11-04_03:30:00" 214.660003662109
"ALL" "2013-10-28_03:30:00" 196.210006713867
"ALL" "2013-10-20_03:30:00" 171.660003662109
"ALL" "2013-10-13_03:30:00" 135.190002441406
"ALL" "2013-10-05_03:30:00" 128.630004882812
"ALL" "2013-09-28_03:30:00" 133.770004272461
"ALL" "2013-09-21_04:30:00" 126.949996948242
"ALL" "2013-09-13_04:30:00" 132.830001831055
"ALL" "2013-09-06_04:30:00" 126.48999786377
"ALL" "2013-08-30_04:30:00" 122.349998474121
"ALL" "2013-08-22_04:30:00" 123.300003051758
"ALL" "2013-08-15_04:30:00" 112.561996459961
"ALL" "2013-08-08_04:30:00" 106.75
"ALL" "2013-07-31_04:30:00" 107.949996948242
"ALL" "2013-07-24_04:30:00" 95.5585021972656
"ALL" "2013-07-16_04:30:00" 98.8902969360352
"ALL" "2013-07-09_04:30:00" 76
"ALL" "2013-07-02_04:30:00" 88.0500030517578
"ALL" "2013-06-24_04:30:00" 107.900001525879
"ALL" "2013-06-17_04:30:00" 99.9000015258789
"ALL" "2013-06-10_04:30:00" 100.436996459961
"ALL" "2013-06-02_04:30:00" 129.300003051758
"ALL" "2013-05-26_04:30:00" 131.985992431641
"ALL" "2013-05-18_04:30:00" 123.5
"ALL" "2013-05-11_04:30:00" 117.699996948242
"ALL" "2013-05-04_04:30:00" 98.0999984741211
"ALL" "2013-04-26_04:30:00" 163.98580025
"ALL" "2013-04-19_04:30:00" 104.01093893
"ALL" "2013-04-12_04:30:00" 150.85380718
"ALL" "2013-04-04_04:30:00" 121.56722721
"ALL" "2013-03-28_04:30:00" 83.33486961
"ALL" "2013-03-21_03:30:00" 63.09676946
"ALL" "2013-03-13_03:30:00" 46.5055121
"ALL" "2013-03-06_03:30:00" 38.11996321
"ALL" "2013-02-26_03:30:00" 30.37230069
"ALL" "2013-02-19_03:30:00" 27.0188945
"ALL" "2013-02-12_03:30:00" 24.54491244
"ALL" "2013-02-04_03:30:00" 20.7214864
"ALL" "2013-01-28_03:30:00" 17.74651455
"ALL" "2013-01-21_03:30:00" 15.8082388
"ALL" "2013-01-13_03:30:00" 14.27536731
"ALL" "2013-01-06_03:30:00" 13.44000471
"ALL" "2012-12-29_03:30:00" 13.48735272
"ALL" "2012-12-22_03:30:00" 13.51293895
"ALL" "2012-12-15_03:30:00" 13.7690417
"ALL" "2012-12-07_03:30:00" 13.44298117
"ALL" "2012-11-30_03:30:00" 12.46174322
"ALL" "2012-11-23_03:30:00" 11.92553135
"ALL" "2012-11-15_03:30:00" 10.96619961
"ALL" "2012-11-08_03:30:00" 10.95522866
"ALL" "2012-11-01_03:30:00" 11.10315599
"ALL" "2012-10-24_03:30:00" 11.68933234
"ALL" "2012-10-17_03:30:00" 11.90423437
"ALL" "2012-10-09_03:30:00" 11.89248142
"ALL" "2012-10-02_03:30:00" 12.44183064
"ALL" "2012-09-25_03:30:00" 12.26093285
"ALL" "2012-09-17_04:30:00" 11.85107184
"ALL" "2012-09-10_04:30:00" 11.14808519
"ALL" "2012-09-03_04:30:00" 10.30697522
"ALL" "2012-08-26_04:30:00" 10.30072572
"ALL" "2012-08-19_04:30:00" 12.85986334
"ALL" "2012-08-11_04:30:00" 11.57257559
"ALL" "2012-08-04_04:30:00" 10.67997195
"ALL" "2012-07-28_04:30:00" 8.91799972
"ALL" "2012-07-20_04:30:00" 9.02418727
"ALL" "2012-07-13_04:30:00" 7.59193484
"ALL" "2012-07-06_04:30:00" 6.63639586
"ALL" "2012-06-28_04:30:00" 6.50480666
"ALL" "2012-06-21_04:30:00" 6.59896783
"ALL" "2012-06-14_04:30:00" 5.86223118
"ALL" "2012-06-06_04:30:00" 5.33376676
"ALL" "2012-05-30_04:30:00" 5.15876234
"ALL" "2012-05-22_04:30:00" 5.14796075
"ALL" "2012-05-15_04:30:00" 5.00885847
"ALL" "2012-05-08_04:30:00" 5.07746405
"ALL" "2012-04-30_04:30:00" 4.91670184
"ALL" "2012-04-23_04:30:00" 5.25841168
"ALL" "2012-04-16_04:30:00" 5.02584807
"ALL" "2012-04-08_04:30:00" 4.88070972
"ALL" "2012-04-01_04:30:00" 4.88638672
"ALL" "2012-03-24_04:30:00" 4.73682443
"ALL" "2012-03-17_03:30:00" 5.3463786
"ALL" "2012-03-10_03:30:00" 4.87777156
"ALL" "2012-03-02_03:30:00" 4.92626324
"ALL" "2012-02-24_03:30:00" 4.6697145
"ALL" "2012-02-17_03:30:00" 4.62648753
"ALL" "2012-02-09_03:30:00" 5.7430992
"ALL" "2012-02-02_03:30:00" 5.7671131
"ALL" "2012-01-26_03:30:00" 6.43217209
"ALL" "2012-01-18_03:30:00" 6.45033848
"ALL" "2012-01-11_03:30:00" 7.03833866
"ALL" "2012-01-03_03:30:00" 5.21773083
"ALL" "2011-12-27_03:30:00" 4.27891018
"ALL" "2011-12-20_03:30:00" 3.48726247
"ALL" "2011-12-12_03:30:00" 3.23943809
"ALL" "2011-12-05_03:30:00" 2.90434878
"ALL" "2011-11-28_03:30:00" 2.48932774
"ALL" "2011-11-20_03:30:00" 2.32447425
"ALL" "2011-11-13_03:30:00" 3.02275524
"ALL" "2011-11-05_03:30:00" 3.15048308
"ALL" "2011-10-29_03:30:00" 3.15010121
"ALL" "2011-10-22_03:30:00" 2.555228
"ALL" "2011-10-14_03:30:00" 4.05829383
"ALL" "2011-10-07_03:30:00" 4.77461522
"ALL" "2011-09-30_03:30:00" 4.90148141
"ALL" "2011-09-22_03:30:00" 5.91505739
"ALL" "2011-09-15_04:30:00" 5.9266074
"ALL" "2011-09-08_04:30:00" 7.54509838
"ALL" "2011-08-31_04:30:00" 9.37596679
"ALL" "2011-08-24_04:30:00" 11.47431705
"ALL" "2011-08-16_04:30:00" 11.18246422
"ALL" "2011-08-09_04:30:00" 8.49011886
"ALL" "2011-08-02_04:30:00" 13.31494136
"ALL" "2011-07-25_04:30:00" 13.92678203
"ALL" "2011-07-18_04:30:00" 13.92923436
"ALL" "2011-07-11_04:30:00" 15.153064
"ALL" "2011-07-03_04:30:00" 16.51853297
"ALL" "2011-06-26_04:30:00" 17.13772614
"ALL" "2011-06-18_04:30:00" 16.8545127
"ALL" "2011-06-11_04:30:00" 26.35461508
"ALL" "2011-06-04_04:30:00" 13.08102038
"ALL" "2011-05-27_04:30:00" 8.11823384
"ALL" "2011-05-20_04:30:00" 7.57683609
"ALL" "2011-05-13_04:30:00" 6.23240468
"ALL" "2011-05-05_04:30:00" 3.50772212
"ALL" "2011-04-28_04:30:00" 1.80656316
"ALL" "2011-04-21_04:30:00" 1.17503007
"ALL" "2011-04-13_04:30:00" 0.82264364
"ALL" "2011-04-06_04:30:00" 0.76103243
"ALL" "2011-03-29_04:30:00" 0.87510185
"ALL" "2011-03-22_04:30:00" 0.77908522
"ALL" "2011-03-15_03:30:00" 0.90648269
"ALL" "2011-03-07_03:30:00" 0.91472888
"ALL" "2011-02-28_03:30:00" 0.90891282
"ALL" "2011-02-21_03:30:00" 0.87391339
"ALL" "2011-02-13_03:30:00" 1.03396843
"ALL" "2011-02-06_03:30:00" 0.91648317
"ALL" "2011-01-29_03:30:00" 0.44597558
"ALL" "2011-01-22_03:30:00" 0.38759435
"ALL" "2011-01-15_03:30:00" 0.4167296
"ALL" "2011-01-07_03:30:00" 0.29962122
"ALL" "2010-12-31_03:30:00" 0.29990545
"ALL" "2010-12-24_03:30:00" 0.25281543
"ALL" "2010-12-16_03:30:00" 0.23706696
"ALL" "2010-12-09_03:30:00" 0.23673102
"ALL" "2010-12-02_03:30:00" 0.24818038
"ALL" "2010-11-24_03:30:00" 0.28040667
"ALL" "2010-11-17_03:30:00" 0.22833879
"ALL" "2010-11-09_03:30:00" 0.43840529
"ALL" "2010-11-02_03:30:00" 0.19649184
"ALL" "2010-10-26_03:30:00" 0.15366604
"ALL" "2010-10-18_03:30:00" 0.1054724
"ALL" "2010-10-11_03:30:00" 0.11345086
"ALL" "2010-10-04_03:30:00" 0.06045428
"ALL" "2010-09-26_03:30:00" 0.06069929
"ALL" "2010-09-19_04:30:00" 0.06071987
"ALL" "2010-09-11_04:30:00" 0.06017494
"ALL" "2010-09-04_04:30:00" 0.06021975
"ALL" "2010-08-28_04:30:00" 0.06650665
"ALL" "2010-08-20_04:30:00" 0.06994254
"ALL" "2010-08-13_04:30:00" 0.06134036
"ALL" "2010-08-06_04:30:00" 0.06076835
"ALL" "2010-07-29_04:30:00" 0.06785855
"ALL" "2010-07-22_04:30:00" 0.07417871
"ALL" "2010-07-14_04:30:00" 0.05815725
